age,months_as_customer,policy_annual_premium,umbrella_limit,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,claim_ratio,avg_claim_per_vehicle,injury_ratio,property_ratio,vehicle_ratio,high_claim_flag,no_witness_high_claim,incident_type,incident_severity,policy_state,insured_sex,collision_type,nlp_fraud_score,fraud_label
47,264,1181.46,10000000,16,4,1,2,62370,5670,5670,51030,52.74597026537895,12474.0,0.09090763335524522,0.09090763335524522,0.818168700197207,1,0,0,2,1,0,1,0.1285283970832825,0
45,270,1187.53,0,23,3,0,0,54340,9880,0,44460,45.720343617746295,13585.0,0.18181483594339448,0.0,0.8181667617452753,1,1,0,2,2,0,3,0.1363528675630868,0
48,310,845.16,0,21,1,1,0,55170,6130,6130,42910,65.20043490592796,27585.0,0.111109097170615,0.111109097170615,0.777763680194305,1,1,2,0,2,0,1,0.4040630399613154,1
34,143,1442.27,0,10,1,2,3,58500,11700,5850,40950,40.53295641148226,29250.0,0.1999965812550213,0.09999829062751064,0.6999880343925745,1,0,2,1,0,1,1,0.1363528675630868,0
32,146,1276.43,0,12,1,0,3,59940,6660,6660,46620,46.92233625325849,29970.0,0.1111092574364792,0.1111092574364792,0.7777648020553545,1,0,2,0,2,1,2,0.1363528675630868,0
28,102,1075.41,0,6,1,1,0,73400,7340,7340,58720,68.18963034531451,36700.0,0.09999863762074086,0.09999863762074086,0.7999891009659269,1,1,2,2,2,1,3,0.1363528675630868,0
23,61,1111.72,0,6,1,1,2,41850,4650,4650,32550,37.61053993816953,20925.0,0.11110845618981625,0.11110845618981625,0.7777591933287138,1,0,2,0,0,1,3,0.1199742857615153,0
44,255,814.96,6000000,7,1,2,2,6400,640,1280,4480,7.843521741261826,3200.0,0.09998437744102484,0.19996875488204968,0.6998906420871739,1,0,1,3,2,0,0,0.4616602198282877,1
40,211,1575.86,0,3,1,1,1,3190,580,290,2320,2.023007749578276,1595.0,0.18176120338451895,0.09088060169225948,0.7270448135380758,0,0,3,3,0,0,0,0.0993852642810706,0
29,61,1115.27,0,10,1,2,1,5900,590,590,4720,5.285459611026006,2950.0,0.09998305371970852,0.09998305371970852,0.7998644297576681,1,0,1,3,1,1,0,0.1335860877134362,0
31,108,1175.7,0,14,1,0,2,57330,6370,6370,44590,48.720999405116004,28665.0,0.11110917304774032,0.11110917304774032,0.7777642113341822,1,0,2,2,1,1,2,0.1285283970832825,0
50,303,793.15,0,17,3,0,3,81960,13660,13660,54640,103.20468425360448,20490.0,0.16666463317919497,0.16666463317919497,0.6666585327167799,1,0,0,2,2,1,1,0.1285283970832825,0
33,152,942.51,0,16,1,0,0,70400,6400,19200,44800,74.61500143082745,35200.0,0.09090779960511924,0.27272339881535773,0.6363545972358348,1,1,2,0,1,0,3,0.4616602198282877,1
34,120,1056.71,0,3,1,2,1,3770,580,580,2610,3.5643040152782897,1885.0,0.1538053566693185,0.1538053566693185,0.6921241050119332,0,0,1,1,1,0,0,0.1335860877134362,0
36,144,1255.68,6000000,7,1,0,0,7400,740,1480,5180,5.888531686666454,3700.0,0.09998648831239022,0.19997297662478045,0.6999054181867316,1,1,1,1,1,0,0,0.1335860877134362,0
52,414,1335.13,0,13,1,1,1,54810,6090,6090,42630,41.021457492908624,27405.0,0.11110908394300414,0.11110908394300414,0.777763587601029,1,0,2,2,1,0,2,0.5597630786895753,1
37,163,1178.95,6000000,20,1,2,3,49400,4940,9880,34580,41.86618077037163,24700.0,0.09999797574947876,0.19999595149895752,0.6999858302463513,1,0,2,2,1,0,2,0.1363528675630868,0
53,352,1793.16,0,23,1,2,2,68750,12500,6250,50000,38.31876755696259,34375.0,0.1818155372285494,0.0909077686142747,0.7272621489141976,1,0,2,1,0,1,1,0.1363528675630868,0
32,27,1008.38,0,11,1,1,0,61500,12300,6150,43050,60.92849075670213,30750.0,0.19999674802035738,0.09999837401017869,0.6999886180712509,1,1,2,2,2,0,1,0.1363528675630868,0
39,239,1396.83,0,0,4,0,3,76890,6990,13980,55920,55.006688939284466,15378.0,0.09090790859788532,0.18181581719577064,0.7272632687830826,1,0,0,0,0,0,2,0.1363528675630868,0
32,33,1402.78,5000000,2,1,0,1,56070,6230,12460,37380,39.94215617831854,28035.0,0.11110912949653118,0.22221825899306236,0.6666547769791871,1,0,2,1,2,0,2,0.1363528675630868,0
30,88,1437.88,0,3,1,2,0,56000,14000,0,42000,38.91915934615812,28000.0,0.2499955357940037,0.0,0.7499866073820111,1,1,2,2,1,0,3,0.1363528675630868,0
33,101,1313.64,0,3,1,1,0,4290,780,390,3120,3.2632507758778067,2145.0,0.1817758098345374,0.0908879049172687,0.7271032393381496,0,1,1,3,0,0,0,0.1335860877134362,0
37,20,1482.14,0,15,3,2,1,60750,6750,6750,47250,40.96039483797888,15187.5,0.11110928215173413,0.11110928215173413,0.7777649750621389,1,0,0,2,0,0,2,0.1363528675630868,0
30,126,1171.75,0,23,1,2,3,48730,4430,4430,39870,41.55190790876146,24365.0,0.09090722538014816,0.09090722538014816,0.8181650284213334,1,0,2,1,0,0,3,0.1363528675630868,0
43,264,1353.33,0,9,3,2,0,95150,17300,17300,60550,70.25614141309725,23787.5,0.18181627097981104,0.18181627097981104,0.6363569484293387,1,1,0,1,0,1,1,0.1285283970832825,0
24,78,1175.51,0,20,1,0,1,7480,680,680,6120,6.357787014135027,3740.0,0.09089693891191017,0.09089693891191017,0.8180724502071915,1,0,3,1,1,1,0,0.1099832439422607,0
28,123,1836.02,0,5,1,2,1,79800,13300,6650,59850,43.43991899924878,39900.0,0.16666457813811858,0.08333228906905929,0.7499906016215335,1,0,2,0,0,1,3,0.4774945961345326,1
51,347,1480.79,9000000,15,1,0,2,103560,8630,17260,77670,69.88844573117649,51780.0,0.08333252865460936,0.1666650573092187,0.7499927578914842,1,0,2,2,2,0,3,0.1199742857615153,0
38,163,1453.92,0,13,1,2,3,79500,15900,7950,55650,54.64217963874302,39750.0,0.19999748430837347,0.09999874215418673,0.6999911950793072,1,0,2,1,1,0,3,0.1363528675630868,0
44,271,1340.71,0,16,1,2,2,76230,6930,13860,55440,56.81555626774787,38115.0,0.09090789836155895,0.1818157967231179,0.7272631868924716,1,0,2,1,2,0,2,0.4040630399613154,1
54,410,714.03,0,0,1,0,2,59520,9920,9920,39680,83.24126260436626,29760.0,0.16666386653450044,0.16666386653450044,0.6666554661380018,1,0,2,1,0,1,3,0.1199742857615153,0
57,448,1376.16,0,10,3,2,1,47760,5970,5970,35820,34.68006622324203,11940.0,0.12499738280186763,0.12499738280186763,0.7499842968112058,1,0,0,0,0,0,1,0.4616602198282877,1
41,218,914.22,0,14,3,2,0,84590,15380,7690,61520,92.42586481938768,21147.5,0.18181603243843908,0.09090801621921954,0.7272641297537563,1,1,0,2,0,1,3,0.1285283970832825,0
38,43,1601.47,0,1,3,2,2,61650,6850,6850,47950,38.471859067564445,15412.5,0.11110930885143794,0.11110930885143794,0.7777651619600655,1,0,0,2,2,1,1,0.1363528675630868,0
33,33,1096.79,6000000,16,1,2,1,81400,8140,8140,65120,74.14897202561511,40700.0,0.09999877151386347,0.09999877151386347,0.7999901721109077,1,0,2,0,0,0,2,0.1285283970832825,0
34,126,1078.22,0,2,3,0,1,58410,10620,5310,42480,54.122421749040974,14602.5,0.18181506907945422,0.09090753453972711,0.7272602763178169,1,0,0,0,1,0,3,0.1285283970832825,0
56,411,1595.28,0,23,3,0,0,38610,3510,3510,31590,24.187485904728494,9652.5,0.09090673642226309,0.09090673642226309,0.8181606278003678,1,1,0,0,0,0,3,0.1199742857615153,0
37,225,1217.84,5000000,19,3,2,2,57600,9600,9600,38400,47.25804863640839,14400.0,0.16666377319838196,0.16666377319838196,0.6666550927935279,1,0,0,1,2,0,1,0.1199742857615153,0
35,35,1117.42,0,23,3,2,2,53190,5910,11820,35460,47.55816240768226,13297.5,0.11110902220300427,0.22221804440600854,0.6666541332180256,1,0,0,1,0,0,3,0.1285283970832825,0
57,460,1567.37,0,10,1,2,3,58300,5830,11660,40810,37.17235091209345,29150.0,0.09999828476355466,0.1999965695271093,0.6999879933448826,1,0,2,0,2,0,1,0.4774945961345326,1
38,195,1294.93,6000000,12,3,1,2,64620,7180,0,57440,49.86380437214973,16155.0,0.11110939168381795,0.0,0.8888751334705436,1,0,0,1,0,1,1,0.1285283970832825,0
51,360,1152.12,0,15,3,2,0,90480,15080,15080,60320,78.4653808797003,22620.0,0.16666482465932075,0.16666482465932075,0.666659298637283,1,1,0,2,0,1,3,0.1199742857615153,0
49,300,1441.21,0,3,1,1,0,7080,1180,1180,4720,4.9091325119088065,3540.0,0.16664312950148283,0.16664312950148283,0.6665725180059313,0,1,3,3,0,0,0,0.1099832439422607,0
42,245,1575.74,7000000,19,1,2,2,6490,590,1180,4720,4.11608762383145,3245.0,0.09089508550300415,0.1817901710060083,0.7271606840240332,0,0,1,1,0,1,0,0.4774945961345326,1
36,146,1233.96,0,16,3,1,1,55900,5590,5590,44720,45.26462395543175,13975.0,0.09999821112323572,0.09999821112323572,0.7999856889858857,1,0,0,2,2,0,3,0.1199742857615153,0
29,67,1861.43,0,16,1,0,3,63800,6380,6380,51040,34.256321042938524,31900.0,0.09999843262644786,0.09999843262644786,0.7999874610115829,1,0,2,0,0,1,2,0.5597630786895753,1
56,380,1570.86,0,10,1,0,1,58160,7270,7270,43620,37.00075070298882,29080.0,0.12499785079348705,0.12499785079348705,0.7499871047609222,1,0,2,2,2,1,3,0.4616602198282877,1
53,389,791.47,0,6,1,1,2,6300,630,1260,4410,7.949827753732002,3150.0,0.09998412950325346,0.19996825900650692,0.6998889065227741,1,0,3,1,0,1,0,0.5670144391059877,1
46,317,1012.78,0,18,1,2,1,104610,19020,19020,66570,103.18806841721084,52305.0,0.18181644377742304,0.18181644377742304,0.6363575532209805,1,0,2,0,1,1,1,0.4774945961345326,1
44,264,1047.06,6000000,20,3,0,2,69850,12700,6350,50800,66.64694769383432,17462.5,0.181815578875034,0.090907789437517,0.727262315500136,1,0,0,0,0,1,2,0.1363528675630868,0
21,20,1390.29,0,14,1,0,0,62900,12580,6290,44030,45.20984122648765,31450.0,0.1999968204003116,0.0999984102001558,0.6999888714010906,1,1,2,1,2,0,2,0.1363528675630868,0
30,116,951.46,0,8,3,0,3,59670,6630,6630,46410,62.64830019108414,14917.5,0.11110924904895175,0.11110924904895175,0.7777647433426622,1,0,0,0,1,1,1,0.4616602198282877,1
40,222,1226.78,0,17,2,2,0,81500,16300,8150,57050,66.37997035299483,27166.666666666668,0.19999754604237985,0.09999877302118992,0.6999914111483295,1,1,0,1,0,1,2,0.1363528675630868,0
56,439,1280.9,0,9,1,2,0,50000,15000,5000,30000,39.004602543100084,25000.0,0.2999940001199976,0.0999980000399992,0.5999880002399952,1,1,2,1,2,1,2,0.1199742857615153,0
28,66,1472.77,0,0,1,2,1,48290,8780,8780,30730,32.76630681856735,24145.0,0.18181441676502869,0.18181441676502869,0.6363504586776004,1,0,2,2,1,1,1,0.1285283970832825,0
29,128,1878.44,0,2,1,0,0,59070,5370,5370,48330,31.429574766951855,29535.0,0.09090755192903455,0.09090755192903455,0.8181679673613109,1,1,2,2,2,1,2,0.1199742857615153,0
24,69,1418.5,0,23,3,0,0,63300,12660,6330,44310,44.59316660796055,15825.0,0.1999968404922513,0.09999842024612565,0.6999889417228796,1,1,0,1,1,0,2,0.1199742857615153,0
46,294,1532.8,0,8,1,0,3,65780,11960,11960,41860,42.88694745077585,32890.0,0.18181541782581598,0.18181541782581598,0.6363539623903559,1,0,2,2,0,1,3,0.1285283970832825,0
29,19,1304.35,0,6,3,0,2,75400,11600,11600,52200,57.76228597694105,18850.0,0.1538441134732961,0.1538441134732961,0.6922985106298325,1,0,0,2,2,1,1,0.4774945961345326,1
33,191,1551.61,0,3,1,1,1,2250,250,250,1750,1.449172683416956,1125.0,0.11106175033318526,0.11106175033318526,0.7774322523322967,0,0,3,1,2,1,0,0.0993852642810706,0
39,4,1326.98,6000000,14,3,1,3,54120,4510,9020,40590,40.75362580761758,13530.0,0.08333179357365902,0.16666358714731805,0.7499861421629312,1,0,0,1,0,0,1,0.1285283970832825,0
49,298,862.92,0,16,3,0,2,69480,11580,11580,46320,80.42411334382814,17370.0,0.16666426792936198,0.16666426792936198,0.6666570717174479,1,0,0,0,2,1,3,0.1199742857615153,0
43,231,1331.69,0,12,1,1,2,66950,10300,10300,46350,50.23673922667687,33475.0,0.15384385595435468,0.15384385595435468,0.6922973517945961,1,0,2,1,1,0,2,0.1363528675630868,0
47,338,1486.04,0,1,3,2,3,64100,12820,6410,44870,43.10576716160964,16025.0,0.19999687992387014,0.09999843996193507,0.6999890797335455,1,0,0,0,2,0,2,0.4040630399613154,1
46,261,870.55,0,19,1,0,3,80280,13380,13380,53520,92.11175491939649,40140.0,0.16666459062542818,0.16666459062542818,0.6666583625017127,1,0,2,1,1,1,2,0.1363528675630868,0
44,321,1344.56,6000000,7,1,1,2,4680,520,0,4160,3.4781057700882907,2340.0,0.11108737449262979,0.0,0.8886989959410383,0,0,3,3,0,1,0,0.0993852642810706,0
32,0,1377.04,0,6,4,1,1,39720,6620,6620,26480,28.823546486313894,7944.0,0.1666624707333652,0.1666624707333652,0.6666498829334608,1,0,0,1,2,1,2,0.1363528675630868,0
58,405,1237.88,0,11,1,0,0,63580,5780,5780,52020,51.32054759137285,31790.0,0.09090766109372296,0.09090766109372296,0.8181689498435067,1,1,2,0,0,1,1,0.5597630786895753,1
49,304,1525.86,0,2,1,1,1,73370,13340,6670,53360,48.052866667539924,36685.0,0.18181570375216366,0.09090785187608183,0.7272628150086546,1,0,2,1,1,0,3,0.1285283970832825,0
29,1,854.58,0,15,1,2,3,86790,7890,23670,55230,101.43995885831833,43395.0,0.09090804346072749,0.27272413038218246,0.6363563042250925,1,0,2,1,2,0,3,0.1363528675630868,0
39,26,770.76,0,0,1,0,2,49800,9960,4980,34860,64.52783248678345,24900.0,0.19999598401638521,0.09999799200819261,0.6999859440573483,1,0,2,0,1,1,3,0.1285283970832825,0
38,202,1132.74,0,12,1,1,1,77440,7040,14080,56320,68.30490235856546,38720.0,0.09090791699487352,0.18181583398974704,0.7272633359589882,1,0,2,0,0,0,3,0.1363528675630868,0
48,289,1173.37,8000000,1,1,1,0,42900,8580,0,34320,36.53022471623083,21450.0,0.1999953381040069,0.0,0.7999813524160276,1,1,2,2,0,0,1,0.1363528675630868,0
26,61,1188.28,6000000,16,2,1,0,53820,11960,5980,35880,45.254271491995155,17940.0,0.22221809330930306,0.11110904665465153,0.6666542799279092,1,1,0,0,2,0,2,0.4774945961345326,1
46,334,876.88,6000000,2,1,2,1,57330,12740,6370,38220,65.30505308242584,28665.0,0.22221834609548063,0.11110917304774032,0.6666550382864419,1,0,2,1,0,1,2,0.1285283970832825,0
24,12,1143.95,0,13,3,2,1,53370,5930,5930,41510,46.61338923097078,13342.5,0.11110902924809353,0.11110902924809353,0.7777632047366547,1,0,0,1,0,0,2,0.1285283970832825,0
29,86,1409.06,0,0,1,2,2,62920,9680,14520,38720,44.622214657532304,31460.0,0.1538437087776736,0.2307655631665104,0.6153748351106944,1,0,2,1,0,1,1,0.1199742857615153,0
24,83,1070.63,0,0,3,0,1,61600,6160,12320,43120,57.48252661832908,15400.0,0.09999837664972971,0.19999675329945943,0.699988636548108,1,0,0,2,1,0,1,0.1199742857615153,0
30,126,916.13,0,16,3,2,0,74160,6180,12360,55620,80.86094664878479,18540.0,0.08333220965197341,0.16666441930394682,0.7499898868677607,1,1,0,2,0,1,2,0.1199742857615153,0
38,209,1191.5,0,8,1,2,0,80100,8900,8900,62300,67.16981132075472,40050.0,0.11110972397348348,0.11110972397348348,0.7777680678143843,1,1,2,2,2,1,2,0.1363528675630868,0
48,283,1474.66,0,9,1,2,3,6560,820,820,4920,4.445468468346367,3280.0,0.12498094802621551,0.12498094802621551,0.7498856881572931,0,0,1,3,2,0,0,0.0873722219467163,0
34,194,1193.45,0,11,1,2,1,58800,11760,5880,41160,49.22767801079995,29400.0,0.19999659869730108,0.09999829934865054,0.6999880954405537,1,0,2,2,0,1,2,0.1285283970832825,0
38,184,1437.53,0,6,3,0,2,53730,11940,5970,35820,37.35062876686618,13432.5,0.22221808639332974,0.11110904319666487,0.6666542591799892,1,0,0,1,0,0,3,0.4774945961345326,1
60,479,1304.83,0,18,1,0,0,60600,5050,10100,45450,46.40726587687524,30300.0,0.08333195821851125,0.1666639164370225,0.7499876239666012,1,1,2,2,0,0,2,0.1199742857615153,0
48,284,1168.8,0,11,1,0,3,35750,6500,3250,26000,30.560779620447942,17875.0,0.18181309613717098,0.09090654806858549,0.7272523845486839,1,0,2,2,2,0,3,0.1363528675630868,0
27,65,1164.97,0,17,1,1,2,42840,3570,7140,32130,36.74194018714032,21420.0,0.0833313881562055,0.166662776312411,0.7499824934058495,1,0,2,2,1,0,1,0.1199742857615153,0
39,222,1232.72,0,21,3,1,0,87960,14660,14660,58640,71.29656648185974,21990.0,0.16666477188754106,0.16666477188754106,0.6666590875501642,1,1,0,0,0,1,1,0.4774945961345326,1
41,196,1800.76,0,0,3,1,0,47800,4780,4780,38240,26.5296154870793,11950.0,0.09999790799355662,0.09999790799355662,0.799983263948453,1,1,0,1,0,1,2,0.1285283970832825,0
43,253,1187.01,7000000,9,1,0,1,3840,640,640,2560,3.232296024444239,1920.0,0.16662327518875292,0.16662327518875292,0.6664931007550117,0,0,3,3,0,0,0,0.1099832439422607,0
43,280,1559.34,0,1,1,0,2,77000,14000,7000,56000,49.348218977915074,38500.0,0.18181582057375878,0.09090791028687939,0.7272632822950351,1,0,2,2,1,1,1,0.1285283970832825,0
26,5,1137.02,0,22,1,1,3,88110,16020,16020,56070,77.42394685506406,44055.0,0.18181611830531944,0.18181611830531944,0.636356414068618,1,0,2,2,0,0,2,0.1363528675630868,0
42,220,1281.72,0,20,4,0,2,47740,4340,4340,39060,37.21778720219533,9548.0,0.09090718669487442,0.09090718669487442,0.8181646802538698,1,0,0,1,1,1,2,0.1199742857615153,0
30,85,796.35,0,9,3,2,1,58960,5360,10720,42880,73.94494262243683,14740.0,0.0909075490578518,0.1818150981157036,0.7272603924628144,1,0,0,2,2,0,2,0.1199742857615153,0
46,266,1270.02,0,5,1,1,2,2160,480,240,1440,1.6994225110541141,1080.0,0.22211938917167978,0.11105969458583989,0.6663581675150393,0,0,1,1,2,0,0,0.0873722219467163,0
26,41,1383.13,0,12,1,1,1,6890,530,1060,5300,4.977856126230917,3445.0,0.07691191409084312,0.15382382818168625,0.7691191409084313,0,0,3,3,0,0,0,0.1099832439422607,0
45,316,1290.74,5000000,6,3,2,0,78870,7170,14340,57360,61.057178689209906,19717.5,0.09090793827896185,0.1818158765579237,0.7272635062316948,1,1,0,0,0,0,3,0.1363528675630868,0
47,285,1216.68,0,8,1,1,1,2700,300,300,2100,2.217331318573024,1350.0,0.11106997408367271,0.11106997408367271,0.777489818585709,0,0,3,3,1,0,0,0.1099832439422607,0
54,379,1251.16,0,14,1,0,1,75960,6330,6330,63300,60.663174035267055,37980.0,0.08333223627914324,0.08333223627914324,0.8333223627914325,1,0,2,2,0,0,1,0.1285283970832825,0
34,15,1586.41,0,10,1,1,3,75570,6870,13740,54960,47.60584852054605,37785.0,0.09090788794643448,0.18181577589286896,0.7272631035714758,1,0,2,0,1,0,1,0.5597630786895753,1
48,354,1526.11,5000000,12,1,2,3,90240,15040,15040,60160,59.09201039872701,45120.0,0.16666481976041933,0.16666481976041933,0.6666592790416773,1,0,2,1,0,0,1,0.1199742857615153,0
53,342,1028.44,0,12,1,0,0,80960,14720,7360,58880,78.64470003108485,40480.0,0.18181593606798335,0.09090796803399168,0.7272637442719334,1,1,2,0,1,0,1,0.1363528675630868,0
38,169,1555.94,0,12,3,1,3,79080,6590,13180,59310,50.79193803229411,19770.0,0.0833322795614623,0.1666645591229246,0.7499905160531607,1,0,0,2,0,1,1,0.1199742857615153,0
49,339,1570.77,0,13,1,0,3,6820,1240,620,4960,4.339057241199412,3410.0,0.1817915261691834,0.0908957630845917,0.7271661046767336,0,0,3,1,1,1,0,0.0993852642810706,0
42,259,1170.53,0,17,3,1,2,62590,5690,11380,45520,53.425861907078776,15647.5,0.09090763847837549,0.18181527695675098,0.7272611078270039,1,0,0,2,2,0,2,0.1285283970832825,0
23,65,1099.95,0,14,1,1,0,52400,6550,6550,39300,47.59525864026522,26200.0,0.12499761454934066,0.12499761454934066,0.749985687296044,1,1,2,0,2,0,3,0.4040630399613154,1
46,254,1472.43,0,3,3,1,3,63580,5780,11560,46240,43.15101497865525,15895.0,0.09090766109372296,0.18181532218744592,0.7272612887497837,1,0,0,0,0,1,1,0.1363528675630868,0
55,440,1275.62,0,18,3,2,1,61400,6140,6140,49120,48.09575284736257,15350.0,0.09999837136202994,0.09999837136202994,0.7999869708962395,1,0,0,1,0,0,3,0.1285283970832825,0
63,478,1292.3,0,5,1,1,3,4700,940,470,3290,3.63411428129591,2350.0,0.1999574558604552,0.0999787279302276,0.6998510955115933,0,0,1,1,0,1,0,0.4774945961345326,1
44,230,1009.37,0,19,1,0,2,74140,13480,13480,47180,73.37905915654662,37070.0,0.1818157294884072,0.1818157294884072,0.6363550532094253,1,0,2,2,1,0,1,0.1285283970832825,0
30,138,1093.07,4000000,0,1,2,2,83160,6930,13860,62370,76.00976171542955,41580.0,0.08333233126104785,0.1666646625220957,0.7499909813494307,1,0,2,0,2,0,1,0.1199742857615153,0
41,239,1325.44,7000000,22,1,0,2,10790,1660,830,8300,8.134555652724586,5395.0,0.153831896951163,0.0769159484755815,0.7691594847558151,1,0,1,3,2,0,0,0.0873722219467163,0
31,93,1017.18,0,21,3,1,3,48070,8740,8740,30590,47.21169144944902,12017.5,0.1818143995340226,0.1818143995340226,0.636350398369079,1,0,0,0,0,0,2,0.1285283970832825,0
25,37,1221.17,0,4,3,0,0,51030,5670,11340,34020,41.753602199366696,12757.5,0.11110893378534616,0.2222178675706923,0.666653602712077,1,1,0,1,2,0,2,0.1285283970832825,0
40,254,1927.87,0,10,1,0,1,43280,0,5410,37870,22.438007745467555,21640.0,0.0,0.12499711189667521,0.8749797832767265,1,0,2,1,1,1,1,0.4774945961345326,1
29,131,978.27,0,5,1,1,3,76400,15280,7640,53480,78.01729859997754,38200.0,0.19999738223321684,0.09999869111660842,0.6999908378162589,1,0,2,0,1,0,1,0.1199742857615153,0
43,230,1221.14,0,13,1,0,2,75460,13720,13720,48020,61.74415369761238,37730.0,0.18181577238573568,0.18181577238573568,0.6363552033500749,1,0,2,2,1,1,3,0.1285283970832825,0
50,313,1255.62,0,18,3,2,1,69000,13800,6900,48300,54.90920087218093,17250.0,0.19999710149128275,0.09999855074564137,0.6999898552194895,1,0,0,0,2,1,3,0.5597630786895753,1
38,210,999.52,0,6,1,1,2,8640,1440,720,6480,8.635509535041779,4320.0,0.16664737877560468,0.08332368938780234,0.749913204490221,1,0,3,1,1,1,0,0.0993852642810706,0
29,101,1380.89,0,0,3,2,1,67210,12220,12220,42770,48.63628798240091,16802.5,0.1818154766332892,0.1818154766332892,0.6363541682165121,1,0,0,1,2,1,2,0.1285283970832825,0
37,153,1010.77,0,5,3,0,3,42500,4250,4250,34000,42.00559415677476,10625.0,0.09999764711418554,0.09999764711418554,0.7999811769134844,1,0,0,2,1,1,3,0.1285283970832825,0
53,337,1205.86,0,8,1,0,1,86400,14400,7200,64800,71.59073960525662,43200.0,0.16666473767664727,0.08333236883832364,0.7499913195449127,1,0,2,1,2,1,2,0.1285283970832825,0
51,360,1526.61,0,5,1,2,2,4620,840,840,2940,3.0243321266553638,2310.0,0.1817788357498377,0.1817788357498377,0.636225925124432,0,0,3,1,0,1,0,0.3701210082204719,1
53,428,1496.44,0,9,1,2,2,6930,630,1260,5040,4.62789827973074,3465.0,0.09089597460683883,0.18179194921367767,0.7271677968547107,0,0,1,3,0,0,0,0.1335860877134362,0
40,204,1256.2,0,10,3,1,2,41700,8340,8340,25020,33.16894686605154,10425.0,0.1999952039519436,0.1999952039519436,0.5999856118558308,1,0,0,1,0,0,3,0.1285283970832825,0
51,364,1268.35,0,16,1,2,1,77330,14060,14060,49210,60.92094379012881,38665.0,0.1818158306500627,0.1818158306500627,0.6363554072752196,1,0,2,0,0,1,2,0.4616602198282877,1
35,185,1421.59,0,8,1,2,3,4950,900,450,3600,3.4795689552154876,2475.0,0.1817814582912543,0.09089072914562715,0.7271258331650172,0,0,3,3,1,1,0,0.1099832439422607,0
26,63,1500.04,6000000,5,1,0,2,5160,860,860,3440,3.437616585833822,2580.0,0.16663437318349156,0.16663437318349156,0.6665374927339662,0,0,3,1,0,1,0,0.1099832439422607,0
35,210,1433.24,0,11,3,2,1,24570,2730,2730,19110,17.13102409638554,6142.5,0.11110658906841399,0.11110658906841399,0.7777461234788979,1,0,0,2,0,0,3,0.5597630786895753,1
38,194,1231.25,0,15,3,1,0,53680,4880,9760,39040,43.562588760397645,13420.0,0.09090739740317803,0.18181479480635607,0.7272591792254243,1,1,0,1,1,0,2,0.1285283970832825,0
49,294,1135.43,0,23,3,1,1,42900,3900,3900,35100,37.74979541194794,10725.0,0.09090697186545768,0.09090697186545768,0.8181627467891192,1,0,0,2,1,1,3,0.1199742857615153,0
41,272,945.73,5000000,23,1,0,0,84100,16820,8410,58870,88.8320851774001,42050.0,0.19999762190699277,0.09999881095349639,0.6999916766744747,1,1,2,1,2,1,1,0.4616602198282877,1
27,27,1118.76,0,23,1,1,3,61560,6840,6840,47880,54.97606629992141,30780.0,0.11110930621659817,0.11110930621659817,0.7777651435161872,1,0,2,2,1,0,1,0.1363528675630868,0
39,251,1231.98,0,10,1,0,0,44240,5530,5530,33180,35.88054956284773,22120.0,0.12499717456657851,0.12499717456657851,0.7499830473994711,1,1,2,1,1,0,2,0.1199742857615153,0
33,180,1005.47,0,12,4,2,3,57700,11540,5770,40390,57.32908084692043,11540.0,0.19999653385556576,0.09999826692778288,0.6999878684944801,1,0,0,1,1,0,2,0.1199742857615153,0
50,392,1108.97,0,4,1,2,2,108030,16620,16620,74790,97.32695478256169,54015.0,0.1538447297534967,0.1538447297534967,0.6923012838907351,1,0,2,1,2,0,3,0.1199742857615153,0
30,143,1392.39,5000000,16,1,2,0,54300,10860,5430,38010,38.96970697363982,27150.0,0.19999631682657779,0.09999815841328889,0.6999871088930222,1,1,2,1,1,0,2,0.1199742857615153,0
54,371,1317.97,0,18,3,1,2,32280,5380,5380,21520,24.473642311803907,8070.0,0.16666150367089,0.16666150367089,0.66664601468356,1,0,0,0,1,1,1,0.4040630399613154,1
42,292,1588.22,0,15,3,1,1,84600,16920,8460,59220,53.233661796352926,21150.0,0.19999763596174985,0.09999881798087493,0.6999917258661245,1,0,0,2,1,1,2,0.1199742857615153,0
35,165,900.02,6000000,8,1,1,3,69700,6970,6970,55760,77.35677343455195,34850.0,0.09999856530035436,0.09999856530035436,0.7999885224028349,1,0,2,2,0,1,1,0.1363528675630868,0
33,158,1744.64,3000000,4,3,0,1,36400,3640,7280,25480,20.851951146857314,9100.0,0.09999725282272465,0.1999945056454493,0.6999807697590725,1,0,0,2,2,1,2,0.1363528675630868,0
39,241,1260.56,0,20,3,0,2,37520,4690,4690,28140,29.740955642220744,9380.0,0.12499666853228858,0.12499666853228858,0.7499800111937315,1,0,0,1,2,0,3,0.1199742857615153,0
33,103,1021.14,0,1,3,2,3,79090,14380,14380,50330,77.37687596611032,19772.5,0.18181588297024945,0.18181588297024945,0.6363555903958731,1,0,0,0,2,0,3,0.1285283970832825,0
54,402,1285.09,0,19,1,0,2,67770,7530,15060,45180,52.69460146646036,33885.0,0.111109471602898,0.222218943205796,0.6666568296173879,1,0,2,0,2,1,2,0.4774945961345326,1
